trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
428,False,"{'a': 0.002, 'e': 0.4257086869858502}",20,1,-27.52399904306774,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 0}",1
429,False,"{'a': 0.002, 'e': 0.42485812046192456}",20,8,-2.577867708392888,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
430,False,"{'a': 0.002, 'e': 0.4240092533710473}",25,18,-1.4476678052533019,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.002, 'e': 0.4231620823177488}",30,0,23.93524469730789,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
432,False,"{'a': 0.002, 'e': 0.42231660391334386}",20,9,-7.111131509338308,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
433,False,"{'a': 0.002, 'e': 0.42147281477591764}",30,13,-57.25829900717174,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
434,False,"{'a': 0.002, 'e': 0.42063071153031245}",25,11,-8.045732413248121,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
435,False,"{'a': 0.002, 'e': 0.41979029080811425}",25,2,24.61189461574136,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.002, 'e': 0.418951549247639}",25,13,-16.921843427312833,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
437,False,"{'a': 0.002, 'e': 0.41811448349391933}",20,3,-3.5366487525513346,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
438,False,"{'a': 0.002, 'e': 0.41727909019869114}",25,14,8.230238431819153,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.002, 'e': 0.41644536602038007}",25,19,12.455756175890288,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.002, 'e': 0.4156133076240884}",25,0,-0.40912651692264257,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
441,False,"{'a': 0.002, 'e': 0.4147829116815814}",25,0,-24.846375049552265,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
442,False,"{'a': 0.002, 'e': 0.4139541748712741}",20,0,-65.5134053567309,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
443,False,"{'a': 0.002, 'e': 0.4131270938782182}",20,3,24.367861674508635,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.002, 'e': 0.41230166539408875}",25,2,-76.35013248909952,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 1}",1
445,False,"{'a': 0.002, 'e': 0.41147788611717057}",20,15,9.568035516536622,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.002, 'e': 0.4106557527523455}",20,10,-14.882781106076283,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
447,False,"{'a': 0.002, 'e': 0.40983526201107895}",20,13,10.653275966663875,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.002, 'e': 0.4090164106114069}",30,23,2.2834683787451047,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
449,False,"{'a': 0.002, 'e': 0.4081991952779227}",25,8,0.612560534499665,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
450,False,"{'a': 0.002, 'e': 0.4073836127417638}",20,0,-89.07511096585858,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
451,False,"{'a': 0.002, 'e': 0.4065696597405991}",25,14,6.261382538164611,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.002, 'e': 0.40575733301861544}",20,9,-5.574311794204745,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
453,False,"{'a': 0.002, 'e': 0.4049466293265049}",20,3,-23.575504147982265,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
454,False,"{'a': 0.002, 'e': 0.4041375454214515}",25,0,8.859442309579327,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
455,False,"{'a': 0.002, 'e': 0.40333007806711874}",35,19,20.105756759294533,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.002, 'e': 0.40252422403363597}",25,0,-106.81367050315134,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
457,False,"{'a': 0.002, 'e': 0.401719980097586}",20,0,10.095450583843208,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
458,False,"{'a': 0.002, 'e': 0.4009173430419921}",20,0,-16.962861858726377,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
459,False,"{'a': 0.002, 'e': 0.40011630965630496}",25,11,-0.22272895801642867,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
460,False,"{'a': 0.002, 'e': 0.3993168767363899}",35,23,11.424337568930714,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.002, 'e': 0.39851904108451414}",25,0,21.21993085621875,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
462,False,"{'a': 0.002, 'e': 0.39772279950933415}",25,5,34.98671452357724,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.002, 'e': 0.39692814882588245}",25,0,-52.071756138609494,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
464,False,"{'a': 0.002, 'e': 0.39613508585555535}",20,6,-32.1969674414167,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
465,False,"{'a': 0.002, 'e': 0.3953436074260998}",25,13,19.656728943441973,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.002, 'e': 0.3945537103716011}",30,8,-1.8234716668854425,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
467,False,"{'a': 0.002, 'e': 0.39376539153247}",20,4,24.32278063418748,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.002, 'e': 0.39297864775542996}",25,13,-41.58769732799828,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
469,False,"{'a': 0.002, 'e': 0.39219347589350495}",25,2,-25.915548046273038,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 0}",1
470,False,"{'a': 0.002, 'e': 0.3914098728060065}",25,15,20.841778677105403,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.002, 'e': 0.3906278353585211}",25,13,-2.2612722161540786,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
472,False,"{'a': 0.002, 'e': 0.38984736042289797}",20,8,8.544439942157505,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
473,False,"{'a': 0.002, 'e': 0.3890684448772363}",20,13,15.939755221221887,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.002, 'e': 0.38829108560587294}",20,6,-11.168452146740997,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
475,False,"{'a': 0.002, 'e': 0.3875152794993697}",25,9,-29.594731727316134,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
476,False,"{'a': 0.002, 'e': 0.3867410234545012}",35,6,-27.120209248455307,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 0}",1
477,False,"{'a': 0.002, 'e': 0.3859683143742421}",20,1,-25.452594960452426,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 1}",1
478,False,"{'a': 0.002, 'e': 0.38519714916775516}",25,16,16.499639231384528,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.002, 'e': 0.3844275247503785}",30,0,-52.23118960024988,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
480,False,"{'a': 0.002, 'e': 0.38365943804361335}",35,20,19.00204805719111,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.002, 'e': 0.38289288597511206}",20,9,0.30723281234468613,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.002, 'e': 0.38212786547866506}",20,14,13.688183564799303,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.002, 'e': 0.38136437349418956}",25,10,-28.38902449313195,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
484,False,"{'a': 0.002, 'e': 0.38060240696771647}",20,0,-42.02209795979167,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
485,False,"{'a': 0.002, 'e': 0.3798419628513787}",25,0,21.284810932857344,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
486,False,"{'a': 0.002, 'e': 0.37908303810339883}",30,9,-40.241191801642366,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
487,False,"{'a': 0.002, 'e': 0.3783256296880768}",20,6,-17.208286024237918,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
488,False,"{'a': 0.002, 'e': 0.37756973457577797}",20,8,9.664944347711055,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.002, 'e': 0.37681534974292086}",35,20,15.977170948502229,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.002, 'e': 0.37606247217196515}",25,16,-55.62412497416243,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 1}",1
491,False,"{'a': 0.002, 'e': 0.37531109885139957}",30,18,-10.227584627176427,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
492,False,"{'a': 0.002, 'e': 0.3745612267757298}",20,12,4.561730793629386,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.002, 'e': 0.3738128529454665}",30,14,28.355234615721194,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.002, 'e': 0.3730659743671134}",25,0,-53.745853572783375,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
495,False,"{'a': 0.002, 'e': 0.3723205880531552}",30,7,-66.91066787831897,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 1}",1
496,False,"{'a': 0.002, 'e': 0.3715766910220457}",20,12,9.547012222216171,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.002, 'e': 0.37083428029819565}",25,20,7.108741582456086,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.002, 'e': 0.37009335291196127}",25,0,10.395436556465025,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
499,False,"{'a': 0.002, 'e': 0.369353905899632}",25,3,-73.00946017853,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 2}",1
500,False,"{'a': 0.002, 'e': 0.3686159363034188}",20,1,-35.12088063718968,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
501,False,"{'a': 0.002, 'e': 0.36787944117144233}",30,21,5.433638965323527,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
502,False,"{'a': 0.002, 'e': 0.36714441755772104}",20,12,-38.25457039843876,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
503,False,"{'a': 0.002, 'e': 0.3664108625221595}",25,19,-1.9136321786628359,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.002, 'e': 0.36567877313053654}",30,4,21.388962215518855,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
505,False,"{'a': 0.002, 'e': 0.36494814645449375}",25,3,5.368081800712553,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
506,False,"{'a': 0.002, 'e': 0.3642189795715233}",25,10,-2.076621368619451,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
507,False,"{'a': 0.002, 'e': 0.3634912695649568}",30,18,10.356953276080137,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.002, 'e': 0.36276501352395324}",25,7,-6.457002285464772,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
509,False,"{'a': 0.002, 'e': 0.36204020854348745}",30,0,-44.4575034909958,"{0: 25, 1: 2, 2: 1, 3: 1, 4: 1}",0
510,False,"{'a': 0.002, 'e': 0.36131685172433853}",30,1,-87.71471505602561,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 3}",1
511,False,"{'a': 0.002, 'e': 0.3605949401730783}",20,0,2.783040105179748,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
512,False,"{'a': 0.002, 'e': 0.35987447100205955}",30,19,-32.60350007013563,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
513,False,"{'a': 0.002, 'e': 0.3591554413294046}",20,8,11.977408537700729,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.002, 'e': 0.3584378482789939}",20,16,5.845039984762546,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.002, 'e': 0.3577216889804542}",20,9,9.41722608603864,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.002, 'e': 0.3570069605691474}",30,18,-8.224896381373611,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
517,False,"{'a': 0.002, 'e': 0.3562936601861588}",20,3,-27.859185752731563,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
518,False,"{'a': 0.002, 'e': 0.35558178497828613}",20,13,13.16302260624478,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.002, 'e': 0.3548713320980274}",20,12,-20.828877229969798,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
520,False,"{'a': 0.002, 'e': 0.35416229870357024}",20,5,12.61014754334069,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
521,False,"{'a': 0.002, 'e': 0.35345468195878016}",30,0,30.12868155822585,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
522,False,"{'a': 0.002, 'e': 0.3527484790331891}",20,3,-41.307451335488345,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
523,False,"{'a': 0.002, 'e': 0.3520436871019846}",20,13,-6.564107567766551,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
524,False,"{'a': 0.002, 'e': 0.3513403033459978}",20,0,-103.26181982320978,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",1
525,False,"{'a': 0.002, 'e': 0.35063832495169295}",20,9,21.591770888657067,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.002, 'e': 0.3499377491111553}",20,6,10.873431660361009,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
527,False,"{'a': 0.002, 'e': 0.3492385730220808}",20,5,-1.1111370474141822,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
528,False,"{'a': 0.002, 'e': 0.348540793887764}",30,21,5.635295288486225,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
529,False,"{'a': 0.002, 'e': 0.3478444089170874}",25,11,-58.710105950784914,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
530,False,"{'a': 0.002, 'e': 0.3471494153245103}",25,13,-12.280511527786476,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
531,False,"{'a': 0.002, 'e': 0.3464558103300574}",35,13,5.346836800886276,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
532,False,"{'a': 0.002, 'e': 0.34576359115930777}",20,10,-53.26238171465676,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
533,False,"{'a': 0.002, 'e': 0.34507275504338375}",20,6,-40.67593470053395,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
534,False,"{'a': 0.002, 'e': 0.34438329921894}",25,0,3.129135762852605,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
535,False,"{'a': 0.002, 'e': 0.34369522092815236}",25,9,-41.29854906049712,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 0}",1
536,False,"{'a': 0.002, 'e': 0.34300851741870664}",25,0,-13.706508815875022,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
537,False,"{'a': 0.002, 'e': 0.34232318594378797}",20,0,8.17734983920113,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
538,False,"{'a': 0.002, 'e': 0.34163922376206945}",20,10,-67.6952774061474,"{0: 7, 1: 0, 2: 0, 3: 2, 4: 1}",1
539,False,"{'a': 0.002, 'e': 0.34095662813770156}",20,12,0.04077337317717422,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.002, 'e': 0.3402753963403008}",20,0,24.431924873217483,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
541,False,"{'a': 0.002, 'e': 0.3395955256449391}",30,17,-8.550702627586345,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.002, 'e': 0.3389170133321328}",25,13,-28.714811166870177,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
543,False,"{'a': 0.002, 'e': 0.3382398566878317}",25,5,4.00163220302805,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
544,False,"{'a': 0.002, 'e': 0.33756405300340836}",35,9,20.720453202952342,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
545,False,"{'a': 0.002, 'e': 0.33688959957564707}",25,2,-17.4322827648018,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
546,False,"{'a': 0.002, 'e': 0.33621649370673334}",30,18,-7.790308564734492,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
547,False,"{'a': 0.002, 'e': 0.3355447327042427}",25,7,-32.69623806727083,"{0: 13, 1: 3, 2: 0, 3: 2, 4: 0}",1
548,False,"{'a': 0.002, 'e': 0.3348743138811302}",20,14,10.909727209515523,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.002, 'e': 0.33420523455571977}",25,6,-8.167513296966783,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
550,False,"{'a': 0.002, 'e': 0.3335374920516932}",20,0,22.602841238015714,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.002, 'e': 0.33287108369807955}",30,9,26.195502131877006,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.002, 'e': 0.33220600682924445}",20,7,-84.82901161161452,"{0: 8, 1: 0, 2: 2, 3: 2, 4: 1}",1
553,False,"{'a': 0.002, 'e': 0.3315422587848797}",25,0,1.5009789006202556,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
554,False,"{'a': 0.002, 'e': 0.33087983690999206}",20,0,9.186332708780085,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
555,False,"{'a': 0.002, 'e': 0.3302187385548933}",20,7,-28.52966505870836,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
556,False,"{'a': 0.002, 'e': 0.32955896107518906}",30,2,-51.08255819289232,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 1}",1
557,False,"{'a': 0.002, 'e': 0.3289005018317685}",25,13,12.026439394062725,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
558,False,"{'a': 0.002, 'e': 0.32824335819079375}",35,20,-52.438145995094146,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 1}",1
559,False,"{'a': 0.002, 'e': 0.3275875275236895}",20,10,-15.485303426641646,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
560,False,"{'a': 0.002, 'e': 0.3269330072071321}",20,12,-86.02633350017386,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 2}",1
561,False,"{'a': 0.002, 'e': 0.32627979462303947}",20,6,16.101020688122908,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.002, 'e': 0.32562788715856034}",25,17,4.6013523623347385,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.002, 'e': 0.324977282206064}",25,7,-65.43046572011642,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 1}",1
564,False,"{'a': 0.002, 'e': 0.3243279771631298}",35,19,-51.5409311731398,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
565,False,"{'a': 0.002, 'e': 0.3236799694325367}",20,3,30.824895207872117,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.002, 'e': 0.3230332564222529}",20,0,7.383261514722906,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
567,False,"{'a': 0.002, 'e': 0.3223878355454255}",20,0,-30.355519121008143,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
568,False,"{'a': 0.002, 'e': 0.32174370422037013}",20,6,26.73068888795083,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.002, 'e': 0.32110085987056064}",20,0,-0.5086939734011933,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
570,False,"{'a': 0.002, 'e': 0.32045929992461875}",25,10,17.974659469568184,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.002, 'e': 0.31981902181630384}",20,9,-0.35136472618559433,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
572,False,"{'a': 0.002, 'e': 0.31918002298450265}",25,1,-55.82226497641895,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 1}",1
573,False,"{'a': 0.002, 'e': 0.31854230087321894}",25,19,-9.242736820340015,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
574,False,"{'a': 0.002, 'e': 0.3179058529315635}",25,9,-71.99413891314893,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
575,False,"{'a': 0.002, 'e': 0.3172706766137436}",25,6,-52.08017178691588,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 1}",1
576,False,"{'a': 0.002, 'e': 0.31663676937905316}",30,14,-25.141853520460568,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
577,False,"{'a': 0.002, 'e': 0.31600412869186245}",25,2,-29.497418225447195,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
578,False,"{'a': 0.002, 'e': 0.31537275202160797}",35,20,27.44883022773824,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.002, 'e': 0.3147426368427819}",20,10,-25.95114204479627,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
580,False,"{'a': 0.002, 'e': 0.31411378063492296}",20,11,-4.211247038298743,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
581,False,"{'a': 0.002, 'e': 0.3134861808826053}",25,18,14.741969049890294,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.002, 'e': 0.3128598350754292}",20,6,-53.52382255019724,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
583,False,"{'a': 0.002, 'e': 0.31223474070801055}",30,3,-12.621275938405397,"{0: 24, 1: 0, 2: 1, 3: 2, 4: 0}",1
584,False,"{'a': 0.002, 'e': 0.31161089527997105}",20,13,10.477408786230978,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.002, 'e': 0.3109882962959281}",25,16,11.27327543718291,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.002, 'e': 0.31036694126548503}",20,14,3.464910128238122,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.002, 'e': 0.3097468277032208}",25,16,4.122726692043402,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.002, 'e': 0.30912795312868047}",20,3,-80.73768049133704,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 2}",1
589,False,"{'a': 0.002, 'e': 0.3085103150663647}",35,13,42.834854221246296,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.002, 'e': 0.3078939110457206}",25,14,17.07344245546357,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.002, 'e': 0.30727873860113125}",25,2,-72.6871943287317,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 1}",1
592,False,"{'a': 0.002, 'e': 0.306664795271906}",25,18,7.157938354322817,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.002, 'e': 0.3060520786022707}",30,20,-20.411978419394412,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
594,False,"{'a': 0.002, 'e': 0.3054405861413579}",20,10,-14.196072123872778,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
595,False,"{'a': 0.002, 'e': 0.30483031544319683}",30,18,26.372890803529824,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.002, 'e': 0.3042212640667041}",30,12,-30.528469069717268,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
597,False,"{'a': 0.002, 'e': 0.30361342957567317}",30,20,-26.03687349105671,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
598,False,"{'a': 0.002, 'e': 0.3030068095387654}",25,12,20.77612058648181,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.002, 'e': 0.3024014015294998}",25,6,27.168410086880556,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.002, 'e': 0.3017972031262435}",20,0,-31.944774204204265,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
601,False,"{'a': 0.002, 'e': 0.30119421191220214}",25,0,14.386404192307788,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
602,False,"{'a': 0.002, 'e': 0.30059242547541}",30,12,-4.309288876033526,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
603,False,"{'a': 0.002, 'e': 0.2999918414087205}",20,0,-19.587096038419066,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
604,False,"{'a': 0.002, 'e': 0.2993924573097967}",20,12,8.441649624192221,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
605,False,"{'a': 0.002, 'e': 0.29879427078110127}",25,11,23.67829045270792,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.002, 'e': 0.2981972794298874}",20,6,12.852541761285426,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
607,False,"{'a': 0.002, 'e': 0.29760148086818883}",35,14,-38.69416003530713,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 1}",1
608,False,"{'a': 0.002, 'e': 0.2970068727128105}",20,2,0.4411841455911061,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
609,False,"{'a': 0.002, 'e': 0.2964134525853191}",25,13,20.934306477822577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.002, 'e': 0.2958212181120332}",20,6,10.589713534212633,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
611,False,"{'a': 0.002, 'e': 0.2952301669240142}",35,3,-58.68091373590587,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 2}",1
